거래일자,지역명,지역상세,건물유형,거래유형,거래금액(만원),보증금(만원),월세(만원),면적(㎡),층수,준공연도,거래중개
2024-11-20,강북구,강북구 5동,다세대주택,공매,32592,21639,0,64.57701772542885,1,1981,직거래
2024-10-13,중랑구,중랑구 5동,주상복합,전세,26219,0,0,141.76248220332252,20,2014,경매
2024-09-18,광진구,광진구 1동,빌라,경매,105002,0,0,188.58249648260113,27,2009,직거래
2024-09-19,광진구,광진구 14동,상가,월세,144977,0,0,111.95948148043952,4,1982,경매
2024-01-18,마포구,마포구 4동,빌라,공매,25509,89431,0,156.72000863122992,44,2006,경매
2024-03-31,양천구,양천구 9동,오피스텔,공매,118684,41727,0,199.0218022775438,48,2021,중개
2024-05-08,관악구,관악구 11동,단독주택,공매,25227,0,0,45.006946384315306,16,2017,중개
2024-11-26,노원구,노원구 2동,단독주택,매매,10988,35812,0,68.58149412004006,15,2014,직거래
2024-11-14,서대문구,서대문구 18동,주상복합,매매,32296,18825,0,68.89387188081008,32,1980,경매
2024-10-25,송파구,송파구 4동,빌라,전세,67895,0,0,54.607278083588916,29,2003,중개
2024-08-19,양천구,양천구 19동,아파트,공매,23632,13936,121,83.86425547064721,23,1990,경매
2024-01-02,양천구,양천구 4동,아파트,공매,34046,38136,96,148.8565178449823,14,2017,중개
2024-02-17,송파구,송파구 6동,오피스텔,월세,48814,53504,0,49.35185612481144,36,2000,중개
2024-03-23,동대문구,동대문구 5동,단독주택,매매,102077,54722,296,52.63633142393145,35,2005,경매
2024-06-07,은평구,은평구 10동,오피스텔,월세,41988,42454,0,77.94393744472792,47,1982,경매
2024-07-18,서초구,서초구 17동,오피스텔,경매,49876,12064,0,172.94834802447093,49,2013,직거래
2024-05-16,서대문구,서대문구 6동,주상복합,경매,145260,0,45,21.15087537368352,22,1982,경매
2024-08-06,서대문구,서대문구 6동,상가,전세,106779,0,0,139.39051463440728,19,2004,경매
2024-02-24,성북구,성북구 19동,주상복합,매매,52215,0,0,81.55744495183728,38,2002,경매
2024-05-13,강동구,강동구 18동,다세대주택,매매,45916,4352,0,23.985049329586264,38,2019,경매
2024-05-29,중구,중구 9동,아파트,월세,99699,11398,0,110.59446877350283,49,1980,직거래
2024-11-05,강동구,강동구 1동,빌라,전세,91440,0,0,180.34274930425826,8,1983,경매
2024-03-25,구로구,구로구 17동,상가,공매,131487,0,0,40.845351856805024,11,2016,직거래
2024-07-11,동대문구,동대문구 2동,다세대주택,월세,31800,0,0,26.179694456926136,27,1987,직거래
2024-11-10,중랑구,중랑구 1동,주상복합,공매,46918,0,0,22.829601854620968,26,2002,중개
2024-02-16,종로구,종로구 10동,단독주택,경매,185326,0,0,27.6234771598141,32,1980,경매
2024-02-26,강남구,강남구 18동,다세대주택,월세,52608,108730,0,179.20234560089236,33,2004,중개
2024-10-09,동대문구,동대문구 11동,다세대주택,경매,20517,0,0,84.32276449962664,17,2020,경매
2024-01-26,영등포구,영등포구 5동,빌라,경매,110483,0,0,32.71858268138952,5,2008,경매
2024-03-13,도봉구,도봉구 1동,아파트,매매,86928,22314,0,177.949161118606,5,1996,직거래
2024-04-27,송파구,송파구 14동,단독주택,전세,58125,18408,0,63.83837826594627,32,2000,경매
2024-05-18,동작구,동작구 11동,다세대주택,공매,133735,44432,106,135.83638609143156,42,2012,직거래
2024-02-29,강동구,강동구 11동,주상복합,전세,29746,17813,0,76.84268894044806,40,1981,중개
2024-05-14,영등포구,영등포구 2동,단독주택,월세,55446,13990,0,29.244993145888678,14,2007,경매
2024-07-15,중구,중구 2동,다세대주택,전세,68728,41937,201,116.60391413529914,22,1994,경매
2024-03-23,종로구,종로구 2동,빌라,월세,163913,0,148,161.27629615889992,24,1987,직거래
2024-07-13,강동구,강동구 7동,상가,경매,35248,30371,0,89.5716466966832,28,1996,경매
2024-11-25,양천구,양천구 11동,상가,공매,42561,10538,0,140.5697514134996,-1,2011,직거래
2024-09-19,금천구,금천구 6동,주상복합,매매,52846,49058,0,99.22388683118058,38,2016,직거래
2024-06-27,동작구,동작구 18동,단독주택,매매,51500,41264,0,79.34232327142249,48,2021,직거래
2024-01-07,중구,중구 10동,다세대주택,전세,92753,0,59,137.76229941686023,32,1994,중개
2024-04-02,관악구,관악구 18동,오피스텔,매매,94005,17122,0,95.6918644537758,17,2007,직거래
2024-03-27,동대문구,동대문구 5동,다세대주택,월세,175394,0,109,137.87402009027295,5,2023,중개
2024-02-04,용산구,용산구 7동,아파트,경매,75428,22615,0,44.52018934987369,12,1995,중개
2024-04-27,성북구,성북구 1동,오피스텔,매매,14593,39218,0,71.43840203958234,29,2015,직거래
2024-08-25,서대문구,서대문구 19동,빌라,전세,50739,0,124,156.4649230716718,24,2023,경매
2024-10-15,노원구,노원구 6동,아파트,전세,27807,18325,0,70.92702723492269,49,1985,직거래
2024-10-28,마포구,마포구 10동,아파트,공매,105436,0,0,101.34525354727924,34,1981,직거래
2024-09-23,영등포구,영등포구 7동,단독주택,전세,25638,19119,148,97.74652184226606,29,2008,경매
2024-02-05,광진구,광진구 6동,단독주택,경매,28740,0,0,85.00475307903041,22,1989,경매
2024-08-25,구로구,구로구 17동,오피스텔,공매,260838,0,0,61.253283967001344,25,1995,경매
2024-01-16,영등포구,영등포구 12동,주상복합,공매,123785,0,221,95.92378747121556,7,1999,직거래
2024-09-10,성동구,성동구 10동,오피스텔,매매,112795,63278,0,57.491405491562055,43,2019,중개
2024-08-25,종로구,종로구 18동,상가,전세,160721,104280,0,112.68896232571578,42,1995,중개
2024-01-12,중랑구,중랑구 13동,단독주택,월세,176775,0,74,29.566926591130624,42,1998,중개
2024-12-28,송파구,송파구 1동,아파트,경매,193948,23231,0,132.50413980766857,7,2004,경매
2024-09-26,도봉구,도봉구 8동,단독주택,전세,80319,0,0,196.34026347603182,5,2016,직거래
2024-12-11,관악구,관악구 1동,다세대주택,매매,156878,18226,0,56.105125414983256,7,1987,직거래
2024-05-30,강동구,강동구 15동,상가,경매,90426,26756,254,32.39045327298908,43,2022,직거래
2024-02-23,구로구,구로구 17동,아파트,경매,78619,0,0,195.24428439689828,45,1995,중개
2024-04-23,종로구,종로구 12동,아파트,공매,60496,5752,232,174.4609489758644,28,2022,경매
2024-05-03,동대문구,동대문구 7동,빌라,월세,71249,23088,0,42.93592903236557,24,2015,중개
2024-06-10,용산구,용산구 1동,빌라,경매,151525,34105,0,115.14940808454722,-2,1996,경매
2024-07-26,동대문구,동대문구 11동,빌라,매매,64512,0,0,121.15174565177635,26,2000,경매
2024-01-12,영등포구,영등포구 10동,아파트,전세,78920,0,149,72.67699361693975,29,1999,직거래
2024-04-21,강남구,강남구 3동,상가,공매,30511,55441,0,109.53859763414293,49,1993,직거래
2024-10-17,송파구,송파구 10동,아파트,매매,97364,0,0,153.5727543859245,4,2013,경매
2024-10-02,송파구,송파구 5동,주상복합,월세,66749,0,73,133.665689330735,23,1988,중개
2024-12-28,서초구,서초구 16동,주상복합,월세,143612,0,0,163.60653195943718,3,1997,중개
2024-12-03,양천구,양천구 17동,상가,매매,17581,0,0,167.23916850796076,25,1989,직거래
2024-05-03,강서구,강서구 13동,주상복합,매매,147588,40635,0,44.18653050056425,9,1988,중개
2024-04-01,마포구,마포구 13동,오피스텔,전세,123115,0,0,41.436979433615896,39,1998,중개
2024-04-04,구로구,구로구 19동,다세대주택,공매,22452,15169,67,107.62929702873585,46,1988,경매
2024-04-30,노원구,노원구 6동,아파트,월세,100351,22438,0,141.20412146909678,25,1993,직거래
2024-12-27,동대문구,동대문구 4동,아파트,전세,48010,0,0,123.13072526553529,38,1983,중개
2024-04-04,동대문구,동대문구 4동,주상복합,매매,23198,0,0,152.0048508831928,49,2017,경매
2024-12-26,서대문구,서대문구 6동,다세대주택,공매,31983,0,52,128.06095850643518,43,1992,경매
2024-08-26,강북구,강북구 3동,다세대주택,공매,33581,0,0,112.93687799284122,26,1987,중개
2024-05-14,양천구,양천구 4동,단독주택,공매,85074,0,0,177.03677773827533,19,2013,직거래
2024-06-19,도봉구,도봉구 13동,빌라,전세,62784,0,33,150.66869851996205,3,1988,직거래
2024-01-31,구로구,구로구 5동,다세대주택,공매,28504,0,0,181.1650777134653,48,2020,직거래
2024-12-22,금천구,금천구 1동,빌라,경매,39566,0,0,175.8569687281264,23,1989,경매
2024-01-03,강동구,강동구 1동,오피스텔,경매,70287,0,298,85.94267324755975,4,1994,직거래
2024-04-14,강서구,강서구 15동,빌라,전세,43716,12763,0,160.5466335953532,-1,2001,경매
2024-08-16,구로구,구로구 16동,빌라,월세,111240,60509,0,114.53709250227593,13,1985,경매
2024-05-22,송파구,송파구 13동,아파트,경매,36081,56824,0,120.5575421474017,27,1999,중개
2024-11-17,관악구,관악구 3동,단독주택,경매,73355,0,168,131.4103693049871,17,2001,중개
2024-02-17,용산구,용산구 19동,아파트,전세,73657,22322,0,93.00731787844515,27,2000,직거래
2024-02-03,노원구,노원구 12동,빌라,공매,47903,34214,0,66.74158200601086,-2,2014,직거래
2024-11-01,마포구,마포구 7동,아파트,매매,75807,32348,204,141.96174063947768,1,2008,직거래
2024-03-19,성북구,성북구 9동,오피스텔,매매,106700,0,0,22.45054650609816,34,1983,직거래
2024-06-27,마포구,마포구 9동,다세대주택,매매,271513,25795,0,169.8962700567868,27,2009,경매
2024-03-21,강남구,강남구 12동,상가,전세,50401,0,0,169.48586516359236,29,2004,경매
2024-09-28,종로구,종로구 14동,아파트,경매,109968,14235,34,109.32679604753098,13,2011,직거래
2024-11-13,동대문구,동대문구 5동,다세대주택,경매,38366,0,269,92.92635890445612,12,2011,중개
2024-04-29,금천구,금천구 5동,다세대주택,전세,138156,28524,72,24.57782144514923,2,2014,직거래
2024-04-28,관악구,관악구 6동,빌라,전세,106804,15158,0,195.5598374191842,38,2023,중개
2024-10-15,중구,중구 2동,아파트,매매,36579,10014,70,190.26701503329363,28,1980,중개
2024-05-21,서대문구,서대문구 12동,빌라,월세,28829,28181,0,86.88891787415413,25,2019,경매
2024-10-24,은평구,은평구 5동,아파트,공매,49519,0,0,21.562248500778956,11,2017,중개
2024-02-23,영등포구,영등포구 2동,주상복합,매매,267265,49518,0,86.55461715127507,34,2002,중개
2024-05-03,동대문구,동대문구 15동,상가,전세,236620,0,0,119.27616493634491,34,1987,경매
2024-10-22,마포구,마포구 18동,아파트,전세,50424,20906,0,74.83012663819702,37,1985,중개
2024-02-18,용산구,용산구 12동,아파트,공매,21301,0,0,66.40862526846915,13,1984,경매
2024-11-09,강서구,강서구 3동,상가,매매,158510,0,159,134.98541628758812,38,2021,경매
2024-07-11,서초구,서초구 12동,다세대주택,전세,33130,0,265,23.598019810080245,19,2006,직거래
2024-06-23,광진구,광진구 15동,빌라,전세,83991,0,91,67.289243182973,14,1992,중개
2024-11-15,중랑구,중랑구 16동,주상복합,매매,166449,0,0,43.91511471695449,13,2019,직거래
2024-04-05,강서구,강서구 8동,아파트,공매,212047,31732,0,66.62974684936081,8,2014,직거래
2024-09-29,구로구,구로구 15동,주상복합,공매,37378,0,0,184.08316522478563,24,2023,경매
2024-01-02,강서구,강서구 14동,단독주택,전세,103663,21165,0,125.19463247902064,23,1984,경매
2024-04-19,노원구,노원구 5동,빌라,매매,87660,14750,0,44.770804588654464,4,2010,직거래
2024-09-11,송파구,송파구 19동,상가,전세,41393,0,0,69.31448234760852,40,1984,경매
2024-11-21,강북구,강북구 3동,다세대주택,경매,176196,0,61,181.08329684278036,15,1994,경매
2024-04-06,강동구,강동구 9동,상가,월세,65439,0,0,133.52713977638152,45,1986,직거래
2024-04-17,성북구,성북구 19동,단독주택,전세,93236,0,0,78.44039802082253,43,2015,중개
2024-05-16,강동구,강동구 17동,아파트,전세,67163,0,0,94.19141007984663,25,1995,중개
2024-02-21,강동구,강동구 4동,다세대주택,경매,94137,0,0,75.14892088862679,45,1990,경매
2024-02-14,강동구,강동구 8동,빌라,공매,68844,0,0,165.56755606773393,4,1993,경매
2024-03-13,영등포구,영등포구 12동,오피스텔,월세,75123,17703,0,58.38227578019555,38,2002,직거래
2024-05-02,금천구,금천구 14동,주상복합,경매,55782,0,0,192.803315244654,33,2002,중개
2024-08-26,금천구,금천구 12동,주상복합,매매,91616,10412,0,138.66060582215647,23,2003,경매
2024-04-04,구로구,구로구 2동,단독주택,전세,106519,49014,0,22.028500314091694,4,1996,중개
2024-03-27,마포구,마포구 18동,아파트,경매,66282,0,121,123.71092157730382,37,2020,중개
2024-02-24,노원구,노원구 2동,아파트,공매,43893,28550,0,133.19893254218357,32,1984,직거래
2024-05-18,동작구,동작구 19동,주상복합,경매,71591,0,0,126.27871054020468,18,2007,직거래
2024-04-10,은평구,은평구 11동,오피스텔,공매,954266,0,193,172.23727630120482,34,2000,중개
2024-08-20,중구,중구 19동,빌라,매매,26836,0,0,125.45914340937962,48,1993,중개
2024-10-14,강북구,강북구 18동,다세대주택,매매,23707,22909,0,42.45027860940644,43,1984,직거래
2024-07-24,구로구,구로구 2동,단독주택,월세,84175,34457,0,109.92062182786212,27,1983,경매
2024-02-22,성동구,성동구 15동,주상복합,매매,155725,24033,0,64.68365579259986,26,1985,직거래
2024-06-09,서대문구,서대문구 18동,다세대주택,월세,78479,100250,0,135.17183113002142,11,2002,중개
2024-09-19,도봉구,도봉구 12동,다세대주택,공매,160668,53947,0,51.67303735897741,23,2018,경매
2024-03-30,강북구,강북구 2동,단독주택,경매,242863,0,0,80.6675039278661,35,1999,중개
2024-07-03,도봉구,도봉구 9동,아파트,월세,140648,0,154,136.47260333701686,21,2009,중개
2024-12-21,구로구,구로구 6동,빌라,경매,43207,4900,31,113.63229234173373,19,1998,중개
2024-08-16,도봉구,도봉구 17동,오피스텔,매매,116667,22690,0,97.72921927374253,4,2009,직거래
2024-03-12,도봉구,도봉구 1동,오피스텔,전세,46091,19252,117,151.90340954440754,3,1983,중개
2024-05-08,노원구,노원구 9동,아파트,공매,83101,14352,0,129.33717696580715,23,1985,경매
2024-11-12,서대문구,서대문구 15동,다세대주택,경매,135253,4623,0,68.16145215467134,36,2022,중개
2024-10-30,성동구,성동구 13동,주상복합,매매,44442,0,0,182.8412187557126,26,1997,경매
2024-08-25,중랑구,중랑구 2동,오피스텔,월세,41127,17075,0,59.64790757308191,0,1992,직거래
2024-03-22,강남구,강남구 5동,단독주택,매매,54568,0,87,154.3151628739244,1,2007,직거래
2024-12-25,양천구,양천구 13동,단독주택,월세,146231,9974,0,69.13187617528482,13,1996,직거래
2024-01-21,은평구,은평구 11동,다세대주택,공매,39663,29939,228,143.9005427083809,32,1994,중개
2024-02-13,마포구,마포구 8동,오피스텔,공매,16887,12828,30,169.77589718254953,30,1983,직거래
2024-05-02,광진구,광진구 11동,단독주택,월세,58381,0,0,128.06384339163472,20,1991,직거래
2024-12-06,용산구,용산구 5동,단독주택,월세,169170,0,0,131.06953877192996,39,2016,중개
2024-03-25,중구,중구 1동,단독주택,공매,294539,0,0,167.14091260573412,25,2014,직거래
2024-07-09,강서구,강서구 9동,오피스텔,전세,45742,0,237,194.815922224896,31,1999,직거래
2024-09-09,서초구,서초구 10동,상가,공매,113285,0,0,44.951791406148146,24,1988,경매
2024-05-14,성북구,성북구 7동,다세대주택,공매,42535,0,137,98.15618503593907,12,2008,직거래
2024-03-29,성동구,성동구 2동,단독주택,경매,113778,0,89,162.49805036980945,3,1991,경매
2024-09-24,동작구,동작구 10동,다세대주택,매매,218289,0,177,95.80165117247063,-1,1989,경매
2024-03-30,중랑구,중랑구 4동,단독주택,경매,133255,7164,0,176.59844640462705,22,2016,직거래
2024-06-04,강북구,강북구 15동,단독주택,경매,26487,0,0,47.46340256124978,38,1991,직거래
2024-10-28,중랑구,중랑구 3동,주상복합,전세,172497,0,0,32.03249956718169,23,2004,경매
2024-05-21,중구,중구 15동,빌라,매매,183285,0,0,197.11524047282728,34,1998,중개
2024-10-18,관악구,관악구 2동,다세대주택,전세,210216,0,210,56.97313950796557,16,1980,경매
2024-09-03,강서구,강서구 11동,단독주택,전세,340941,24705,0,84.81621724643914,32,1994,경매
2024-10-10,영등포구,영등포구 1동,상가,공매,82086,0,46,146.9603390260342,43,2009,중개
2024-10-07,강남구,강남구 1동,빌라,매매,60146,0,229,71.22929812886755,18,1994,경매
2024-02-11,강서구,강서구 18동,아파트,공매,81843,0,0,39.60353601102669,39,2008,직거래
2024-12-21,강서구,강서구 12동,상가,공매,316829,0,0,69.27245459297096,44,1987,경매
2024-01-03,동작구,동작구 9동,상가,월세,58205,86042,0,197.23978900202627,38,1984,직거래
2024-11-11,은평구,은평구 19동,주상복합,월세,62476,0,177,102.73087925695096,26,2018,중개
2024-08-03,영등포구,영등포구 8동,다세대주택,공매,123968,0,108,99.37556992035357,0,1986,직거래
2024-07-10,노원구,노원구 19동,주상복합,매매,12681,15592,94,75.94208825883393,20,2022,중개
2024-07-27,중랑구,중랑구 16동,빌라,경매,32676,19840,0,197.4034333827823,0,1991,중개
2024-05-28,마포구,마포구 9동,단독주택,경매,8948,0,0,83.84667646235764,34,2005,중개
2024-06-11,성북구,성북구 1동,다세대주택,경매,57204,35942,0,158.0294615613308,27,1980,경매
2024-05-06,영등포구,영등포구 18동,단독주택,공매,196564,0,0,179.6257758186923,45,2004,경매
2024-06-10,강서구,강서구 17동,빌라,전세,14217,0,0,79.8880847478273,34,1999,경매
2024-04-01,강동구,강동구 12동,상가,전세,47070,0,0,114.18396307563023,30,1996,직거래
2024-05-10,은평구,은평구 19동,빌라,월세,54504,0,0,115.05158580954337,16,2020,중개
2024-04-02,동작구,동작구 13동,오피스텔,공매,55276,47675,0,115.303673354864,27,1984,경매
2024-05-11,금천구,금천구 17동,다세대주택,경매,85279,13631,0,137.28666916653043,41,2020,직거래
2024-12-24,광진구,광진구 18동,다세대주택,공매,81133,0,0,144.76379153484822,3,1991,직거래
2024-09-15,서대문구,서대문구 17동,아파트,경매,33050,233345,0,76.1836202282999,6,2022,경매
2024-08-18,용산구,용산구 16동,단독주택,매매,68523,0,66,178.0730137785254,20,2020,직거래
2024-10-23,강서구,강서구 7동,오피스텔,전세,36608,13623,184,63.82684578904776,32,2006,경매
2024-06-08,성북구,성북구 18동,아파트,매매,49345,0,154,33.55621822228336,46,1996,경매
2024-01-19,도봉구,도봉구 3동,빌라,매매,184505,0,0,85.22329136770422,40,1994,경매
2024-07-19,관악구,관악구 5동,빌라,공매,29196,11786,0,34.35626750978513,11,1985,중개
2024-08-19,노원구,노원구 1동,주상복합,월세,120381,25578,0,184.44126005107452,23,1993,직거래
2024-02-18,서대문구,서대문구 4동,상가,전세,130355,31216,0,161.51928151566875,15,2003,직거래
2024-04-28,마포구,마포구 16동,단독주택,공매,107832,0,0,99.3348920668838,32,2018,중개
2024-06-15,구로구,구로구 1동,오피스텔,공매,38087,19187,0,146.44948102830412,28,2021,경매
2024-12-16,구로구,구로구 3동,다세대주택,경매,114594,39430,0,157.63447897129527,23,1984,직거래
2024-03-06,용산구,용산구 19동,상가,경매,120723,33800,0,87.40602168582576,47,1995,중개
2024-09-13,종로구,종로구 15동,아파트,매매,274960,0,109,37.42617018712576,6,1982,중개
2024-05-27,노원구,노원구 12동,상가,전세,53279,50996,286,68.90417672004031,12,1980,직거래
2024-05-04,양천구,양천구 2동,주상복합,매매,133843,0,0,107.86870608989992,25,1983,직거래
2024-09-07,구로구,구로구 10동,상가,매매,117751,0,155,85.97483456276537,37,2007,직거래
2024-06-03,용산구,용산구 16동,다세대주택,월세,151290,0,0,176.74891584529422,9,1982,직거래
2024-03-18,서초구,서초구 9동,단독주택,경매,59389,0,0,38.78553791799105,41,2004,직거래
2024-12-12,강남구,강남구 1동,빌라,매매,128371,21250,0,188.40227073789805,3,2015,경매
2024-01-10,중랑구,중랑구 19동,주상복합,전세,64764,25911,0,87.55541156512858,40,1982,직거래
2024-12-22,마포구,마포구 5동,상가,경매,86764,21209,34,191.76299539729285,2,2018,직거래
2024-01-27,노원구,노원구 15동,상가,월세,141352,0,0,87.62613939597504,0,1982,중개
2024-03-06,종로구,종로구 15동,오피스텔,공매,36912,0,0,86.89408626309461,22,1986,경매
2024-02-26,강동구,강동구 14동,단독주택,경매,252029,51907,0,116.76631882435716,21,2014,중개
2024-10-10,용산구,용산구 7동,단독주택,월세,78116,0,0,86.62207168595782,7,2006,경매
2024-01-13,도봉구,도봉구 15동,주상복합,월세,88701,0,0,60.43104496247635,30,1992,경매
2024-04-15,동작구,동작구 1동,아파트,경매,66175,0,266,86.72844145622793,13,2011,직거래
2024-10-24,송파구,송파구 13동,오피스텔,전세,122309,0,0,40.86803191835114,13,2023,직거래
2024-06-06,서초구,서초구 5동,상가,공매,181846,0,0,101.21782578636207,42,2001,중개
2024-07-09,관악구,관악구 5동,주상복합,경매,66502,39921,0,133.62422973709144,44,2001,경매
2024-11-12,동작구,동작구 13동,단독주택,월세,31587,0,235,49.91281117821548,33,2012,직거래
2024-01-01,성동구,성동구 10동,빌라,전세,96560,29881,0,124.897720419838,28,2022,직거래
2024-04-05,성북구,성북구 1동,주상복합,공매,90249,0,0,100.27300087571297,2,2023,경매
2024-01-28,광진구,광진구 17동,빌라,매매,25341,18174,0,189.19699137034877,40,2003,중개
2024-10-27,동작구,동작구 9동,다세대주택,매매,247462,12076,0,94.85012904824534,32,2012,중개
2024-10-17,서대문구,서대문구 12동,단독주택,전세,265320,0,0,171.6417567870526,19,1980,직거래
2024-09-23,성동구,성동구 12동,오피스텔,전세,18388,0,0,132.49343307677884,36,2005,직거래
2024-03-20,성동구,성동구 9동,주상복합,경매,29612,0,0,197.31719420116357,17,2001,직거래
2024-11-26,송파구,송파구 1동,상가,월세,156140,82592,0,110.40283526388106,10,1990,경매
2024-06-14,양천구,양천구 13동,단독주택,매매,15080,0,0,140.59925723527013,21,2005,직거래
2024-07-24,관악구,관악구 11동,단독주택,월세,67755,0,58,185.14374059986469,46,2000,직거래
2024-06-22,은평구,은평구 19동,단독주택,전세,163973,29726,212,103.87672076686724,28,1990,경매
2024-12-24,은평구,은평구 10동,주상복합,공매,55620,0,0,153.58931529873604,16,1992,직거래
2024-11-04,양천구,양천구 15동,아파트,월세,48013,14421,0,63.71197454008058,0,2007,직거래
2024-05-05,성북구,성북구 16동,상가,월세,44066,0,0,180.25931456162638,23,1989,경매
2024-11-28,광진구,광진구 3동,아파트,월세,30484,0,0,119.63521318090405,49,1981,직거래
2024-11-04,송파구,송파구 7동,상가,전세,37486,0,0,170.03421959257957,1,1992,경매
2024-02-20,강동구,강동구 8동,주상복합,공매,73266,15053,0,75.21784771753127,39,1989,직거래
2024-12-16,동작구,동작구 8동,아파트,매매,61661,0,0,152.9105897515057,49,2014,중개
2024-01-09,관악구,관악구 2동,오피스텔,월세,157684,0,0,89.1771743825069,32,2002,중개
2024-04-16,동대문구,동대문구 9동,상가,매매,126010,0,35,158.36796357813455,12,1982,중개
2024-12-11,서초구,서초구 9동,빌라,매매,105698,93458,186,31.067750174279457,43,1986,직거래
2024-02-07,중구,중구 2동,오피스텔,매매,41908,14045,0,185.06436542801072,35,2023,중개
2024-07-22,구로구,구로구 9동,주상복합,월세,112071,12566,0,64.55797166324828,42,1995,직거래
2024-06-01,노원구,노원구 9동,상가,전세,13613,0,0,85.67139102288924,14,2011,경매
2024-05-15,중구,중구 11동,빌라,전세,112858,60553,0,57.818980910903875,29,2001,직거래
2024-01-05,영등포구,영등포구 18동,주상복합,경매,72570,22376,0,149.72878129829604,19,2020,경매
2024-08-31,동작구,동작구 19동,빌라,전세,64784,72324,35,133.4428682791091,17,1991,중개
2024-12-22,광진구,광진구 3동,아파트,공매,529462,0,192,145.06862698206473,20,2010,직거래
2024-11-11,강북구,강북구 3동,빌라,월세,49427,59624,0,159.8373041993879,36,2012,중개
2024-04-29,도봉구,도봉구 11동,다세대주택,경매,112743,24937,0,59.55522758913212,44,2003,직거래
2024-04-15,중구,중구 8동,상가,전세,82135,41615,0,195.65849787659934,14,1992,직거래
2024-02-27,강동구,강동구 2동,상가,월세,28833,34735,0,176.72501040610769,12,2007,경매
2024-12-09,중랑구,중랑구 16동,다세대주택,월세,246794,14923,0,26.892449515463678,39,2014,직거래
2024-09-20,종로구,종로구 11동,빌라,전세,48387,16617,0,101.87956083310965,4,2022,직거래
2024-12-22,중랑구,중랑구 15동,아파트,공매,36773,35221,0,30.741294860679297,7,2006,중개
2024-07-18,영등포구,영등포구 19동,단독주택,매매,31596,0,0,102.2418327646083,34,1999,경매
2024-09-15,강북구,강북구 4동,다세대주택,전세,156284,0,0,124.38306889082291,16,2023,직거래
2024-07-15,서대문구,서대문구 16동,상가,매매,155561,0,98,96.92055018380911,47,2003,경매
2024-08-25,송파구,송파구 13동,단독주택,매매,49578,26758,0,163.08841462234287,23,1995,경매
2024-04-20,노원구,노원구 1동,아파트,월세,126620,6036,0,115.31573910995698,1,1995,경매
2024-07-21,은평구,은평구 7동,빌라,매매,37369,0,0,125.7905706844317,19,1990,직거래
2024-07-01,도봉구,도봉구 18동,다세대주택,공매,24620,0,0,44.7263578234825,0,2022,경매
2024-10-04,종로구,종로구 8동,빌라,공매,12282,0,0,48.08874759172382,25,2001,직거래
2024-02-04,종로구,종로구 5동,빌라,경매,41891,46056,31,134.12870775854572,20,1990,직거래
2024-07-28,성북구,성북구 10동,주상복합,월세,161268,38663,255,39.57828167967978,24,2003,중개
2024-06-02,은평구,은평구 4동,단독주택,경매,19456,0,0,185.1964151744445,1,1983,경매
2024-09-18,금천구,금천구 16동,다세대주택,매매,40343,0,0,176.00717543410516,3,1986,경매
2024-05-10,성북구,성북구 11동,상가,전세,124444,0,185,131.37286541917388,46,2019,직거래
2024-07-13,성동구,성동구 4동,빌라,월세,77431,0,0,104.79214599412532,26,1990,경매
2024-06-26,도봉구,도봉구 1동,아파트,매매,37128,15974,240,91.53834902967361,13,1995,직거래
2024-03-18,은평구,은평구 9동,주상복합,경매,136279,27638,269,66.70561692292732,37,2021,직거래
2024-10-29,은평구,은평구 2동,다세대주택,전세,132466,156527,0,71.20720625731437,-1,1985,직거래
2024-05-18,서초구,서초구 4동,상가,월세,111372,19851,0,129.69471865845784,41,2023,경매
2024-05-07,강동구,강동구 9동,아파트,공매,83454,24578,299,160.22807663553778,40,2022,직거래
2024-03-06,종로구,종로구 14동,단독주택,공매,412255,44697,0,143.11616182767392,12,1981,중개
2024-02-06,양천구,양천구 18동,아파트,매매,47477,35737,0,182.08227309463683,10,1991,중개
2024-03-25,강동구,강동구 4동,단독주택,월세,37786,8916,0,65.80836338539356,1,2017,중개
2024-11-11,마포구,마포구 10동,상가,매매,42935,0,0,50.46765512877542,23,1989,중개
2024-06-29,용산구,용산구 18동,오피스텔,경매,219299,0,103,198.6862092122922,21,2019,직거래
2024-10-16,노원구,노원구 1동,다세대주택,공매,25586,0,0,193.038449260919,6,1988,직거래
2024-07-17,동작구,동작구 10동,오피스텔,공매,53403,19421,109,36.225017322069675,13,2019,중개
2024-05-13,마포구,마포구 12동,단독주택,공매,194434,0,0,149.06646588560312,1,1988,직거래
2024-11-25,서초구,서초구 4동,단독주택,공매,64537,0,0,88.95564436061302,32,2011,중개
2024-08-14,동대문구,동대문구 17동,주상복합,매매,100913,0,0,83.15306223832764,10,2000,중개
2024-08-12,은평구,은평구 19동,빌라,전세,30517,0,0,191.27763831840815,35,2007,직거래
2024-07-22,은평구,은평구 13동,오피스텔,공매,29387,11226,0,194.2717527253064,12,1998,직거래
2024-12-16,중랑구,중랑구 15동,다세대주택,월세,41654,0,0,157.4200812036916,38,2019,경매
2024-09-16,영등포구,영등포구 3동,다세대주택,매매,46692,0,242,123.36800412816166,4,2002,경매
2024-03-25,강남구,강남구 12동,다세대주택,공매,307201,0,230,63.43429560589352,23,2019,중개
2024-05-22,양천구,양천구 16동,오피스텔,경매,5660,0,0,113.280840825478,6,2019,중개
